split,slice_id,model_type,policy,certified,true_descent,false_certification,true_directional_derivative,cosine_to_exact,exact_blocks,exact_fraction,mode
id,seam_002_il_0775,seam,exact,True,True,False,-28.031346508195387,1.0000000000000002,24,1.0,exact
id,gom_149_xl_0757,gom,neural-only,False,True,False,-5.450469645219188,0.1483736394564275,0,0.0,unverified
id,gom_149_xl_0757,gom,global-fallback,True,True,False,-36.734757367866635,1.0,24,1.0,exact-fallback
id,gom_149_xl_0757,gom,wavecert-selective,True,True,False,-35.96587644052896,0.9790693887089548,21,0.875,selective-repair
id,gom_149_xl_0757,gom,random-1,False,True,False,-5.832029673663304,0.15876053338968868,1,0.041666666666666664,random-repair
id,gom_149_xl_0757,gom,random-2,False,True,False,-13.14406780652888,0.3578101163130732,2,0.08333333333333333,random-repair
id,gom_149_xl_0757,gom,random-4,False,True,False,-13.850462082603606,0.3770397050374739,4,0.16666666666666666,random-repair
id,gom_149_xl_0757,gom,random-8,False,True,False,-15.344116859226116,0.4177002370144476,8,0.3333333333333333,random-repair
id,gom_149_xl_0757,gom,random-12,False,True,False,-27.869743176994564,0.7586750307863298,12,0.5,random-repair
id,gom_149_xl_0757,gom,random-15,False,True,False,-24.99996320934978,0.6805533777995837,15,0.625,random-repair
id,gom_149_xl_0757,gom,random-16,False,True,False,-22.767717122423768,0.6197867837923875,16,0.6666666666666666,random-repair
id,gom_149_xl_0757,gom,random-20,False,True,False,-32.95255033527921,0.8970400976189418,20,0.8333333333333334,random-repair
id,gom_149_xl_0757,gom,exact,True,True,False,-36.734757367866635,1.0,24,1.0,exact
id,seam_005_xl_0121,seam,neural-only,False,True,False,-8.502682392589099,0.3250772491920518,0,0.0,unverified
id,seam_005_xl_0121,seam,global-fallback,True,True,False,-26.15588268241379,1.0,24,1.0,exact-fallback
id,seam_005_xl_0121,seam,wavecert-selective,True,True,False,-24.347114461209955,0.9308465998580129,14,0.5833333333333334,selective-repair
id,seam_005_xl_0121,seam,random-1,False,True,False,-8.604299213005584,0.32896229569001645,1,0.041666666666666664,random-repair
id,seam_005_xl_0121,seam,random-2,False,True,False,-11.264052630837615,0.43065083169267804,2,0.08333333333333333,random-repair
id,seam_005_xl_0121,seam,random-4,False,True,False,-10.835620807449487,0.41427089037736586,4,0.16666666666666666,random-repair
id,seam_005_xl_0121,seam,random-8,False,True,False,-12.53780305116954,0.47934926163281344,8,0.3333333333333333,random-repair
id,seam_005_xl_0121,seam,random-12,False,True,False,-21.258551092085085,0.8127636658340922,12,0.5,random-repair
id,seam_005_xl_0121,seam,random-15,False,True,False,-23.216938599735858,0.8876373579755363,15,0.625,random-repair
id,seam_005_xl_0121,seam,random-16,False,True,False,-22.97154603779765,0.8782554317405178,16,0.6666666666666666,random-repair
id,seam_005_xl_0121,seam,random-20,False,True,False,-25.59606714248016,0.9785969547756831,20,0.8333333333333334,random-repair
id,seam_005_xl_0121,seam,exact,True,True,False,-26.15588268241379,1.0,24,1.0,exact
id,gom_149_xl_0254,gom,neural-only,False,False,False,1.001577330794531,-0.015758159806484703,0,0.0,unverified
id,gom_149_xl_0254,gom,global-fallback,True,True,False,-63.55928249835168,1.0,24,1.0,exact-fallback
id,gom_149_xl_0254,gom,wavecert-selective,True,True,False,-60.65788452827889,0.9543513102095191,20,0.8333333333333334,selective-repair
id,gom_149_xl_0254,gom,random-1,False,False,False,1.3477525481577857,-0.021204653280860082,1,0.041666666666666664,random-repair
id,gom_149_xl_0254,gom,random-2,False,False,False,1.1828430430500971,-0.018610075453271063,2,0.08333333333333333,random-repair
id,gom_149_xl_0254,gom,random-4,False,False,False,1.1417737281985647,-0.017963917831013535,4,0.16666666666666666,random-repair
id,gom_149_xl_0254,gom,random-8,False,True,False,-21.129402040806568,0.3324361322259189,8,0.3333333333333333,random-repair
id,gom_149_xl_0254,gom,random-12,False,True,False,-45.7917101820551,0.7204566883404112,12,0.5,random-repair
id,gom_149_xl_0254,gom,random-15,False,True,False,-37.485374325273646,0.5897702562366998,15,0.625,random-repair
id,gom_149_xl_0254,gom,random-16,False,True,False,-48.85072528273779,0.7685852225283484,16,0.6666666666666666,random-repair
id,gom_149_xl_0254,gom,random-20,False,True,False,-58.06769475568372,0.9135989657716737,20,0.8333333333333334,random-repair
id,gom_149_xl_0254,gom,exact,True,True,False,-63.55928249835168,1.0,24,1.0,exact
id,salt_canopy_000_xl_0363,salt_canopy,neural-only,False,True,False,-31.993541063739123,0.6314963364156204,0,0.0,unverified
id,salt_canopy_000_xl_0363,salt_canopy,global-fallback,True,True,False,-50.663066780933036,1.0,24,1.0,exact-fallback
id,salt_canopy_000_xl_0363,salt_canopy,wavecert-selective,True,True,False,-33.77688542664717,0.6666964235050816,6,0.25,selective-repair
id,salt_canopy_000_xl_0363,salt_canopy,random-1,False,True,False,-32.82658585676336,0.6479391782322502,1,0.041666666666666664,random-repair
id,salt_canopy_000_xl_0363,salt_canopy,random-2,False,True,False,-33.223061915124006,0.6557649196165017,2,0.08333333333333333,random-repair
id,salt_canopy_000_xl_0363,salt_canopy,random-4,False,True,False,-34.3235579606144,0.6774867796501419,4,0.16666666666666666,random-repair
id,salt_canopy_000_xl_0363,salt_canopy,random-8,False,True,False,-36.97388781971306,0.7297996384543411,8,0.3333333333333333,random-repair
id,salt_canopy_000_xl_0363,salt_canopy,random-12,False,True,False,-40.83587892690562,0.8060285632427241,12,0.5,random-repair
id,salt_canopy_000_xl_0363,salt_canopy,random-15,False,True,False,-43.34377064153832,0.8555299431231965,15,0.625,random-repair
id,salt_canopy_000_xl_0363,salt_canopy,random-16,False,True,False,-45.5761753313396,0.8995936927468459,16,0.6666666666666666,random-repair
id,salt_canopy_000_xl_0363,salt_canopy,random-20,False,True,False,-45.73018592615625,0.9026335915252324,20,0.8333333333333334,random-repair
id,salt_canopy_000_xl_0363,salt_canopy,exact,True,True,False,-50.663066780933036,1.0,24,1.0,exact
id,seam_008_il_0665,seam,neural-only,False,True,False,-3.0233733397331886,0.1408024088926905,0,0.0,unverified
id,seam_008_il_0665,seam,global-fallback,True,True,False,-21.47245465123674,1.0,24,1.0,exact-fallback
id,seam_008_il_0665,seam,wavecert-selective,True,True,False,-20.763516940004518,0.9669838533718176,17,0.7083333333333334,selective-repair
id,seam_008_il_0665,seam,random-1,False,True,False,-3.937381122439077,0.18336893412473912,1,0.041666666666666664,random-repair
id,seam_008_il_0665,seam,random-2,False,True,False,-4.573457043628858,0.21299181290227776,2,0.08333333333333333,random-repair
id,seam_008_il_0665,seam,random-4,False,True,False,-7.40068739154543,0.3446595888430099,4,0.16666666666666666,random-repair
id,seam_008_il_0665,seam,random-8,False,True,False,-12.857738499532537,0.5988015207563601,8,0.3333333333333333,random-repair
id,seam_008_il_0665,seam,random-12,False,True,False,-18.209437856487316,0.848037085291435,12,0.5,random-repair
id,seam_008_il_0665,seam,random-15,False,True,False,-19.808105862864984,0.9224891231391705,15,0.625,random-repair
id,seam_008_il_0665,seam,random-16,False,True,False,-20.469855285545492,0.9533076501044792,16,0.6666666666666666,random-repair
id,seam_008_il_0665,seam,random-20,False,True,False,-21.043348245846204,0.9800159594065868,20,0.8333333333333334,random-repair
id,seam_008_il_0665,seam,exact,True,True,False,-21.47245465123674,1.0,24,1.0,exact
id,salt_canopy_003_il_0599,salt_canopy,neural-only,False,True,False,-26.43240411255252,0.6183556661598351,0,0.0,unverified
id,salt_canopy_003_il_0599,salt_canopy,global-fallback,True,True,False,-42.74627946195639,1.0,24,1.0,exact-fallback
id,salt_canopy_003_il_0599,salt_canopy,wavecert-selective,True,True,False,-38.91091760360827,0.9102761244575325,14,0.5833333333333334,selective-repair
id,salt_canopy_003_il_0599,salt_canopy,random-1,False,True,False,-27.272200647557625,0.6380017393520648,1,0.041666666666666664,random-repair
id,salt_canopy_003_il_0599,salt_canopy,random-2,False,True,False,-28.040039302959414,0.6559644407863537,2,0.08333333333333333,random-repair
id,salt_canopy_003_il_0599,salt_canopy,random-4,False,True,False,-31.26709931008628,0.7314577947751821,4,0.16666666666666666,random-repair
id,salt_canopy_003_il_0599,salt_canopy,random-8,False,True,False,-34.331649870026325,0.8031494273222313,8,0.3333333333333333,random-repair
id,salt_canopy_003_il_0599,salt_canopy,random-12,False,True,False,-38.52450233181867,0.9012363840016764,12,0.5,random-repair
id,salt_canopy_003_il_0599,salt_canopy,random-15,False,True,False,-39.475406690720334,0.9234816968305493,15,0.625,random-repair
id,salt_canopy_003_il_0599,salt_canopy,random-16,False,True,False,-39.381784643407606,0.921291516808074,16,0.6666666666666666,random-repair
id,salt_canopy_003_il_0599,salt_canopy,random-20,False,True,False,-40.930192986259385,0.9575147475159033,20,0.8333333333333334,random-repair
id,salt_canopy_003_il_0599,salt_canopy,exact,True,True,False,-42.74627946195639,1.0,24,1.0,exact
id,f3_049_xl_0386,f3,neural-only,False,False,False,1.6307451164772575,-0.06945615656971757,0,0.0,unverified
id,f3_049_xl_0386,f3,global-fallback,True,True,False,-23.478769874638473,1.0,24,1.0,exact-fallback
id,f3_049_xl_0386,f3,wavecert-selective,True,True,False,-23.37344081003534,0.9955138593220381,18,0.75,selective-repair
id,f3_049_xl_0386,f3,random-1,False,True,False,-3.609100150267317,0.15371759975235458,1,0.041666666666666664,random-repair
id,f3_049_xl_0386,f3,random-2,False,True,False,-8.743441812227953,0.3723977814388194,2,0.08333333333333333,random-repair
id,f3_049_xl_0386,f3,random-4,False,True,False,-3.171823039200529,0.13509323768391718,4,0.16666666666666666,random-repair
id,f3_049_xl_0386,f3,random-8,False,True,False,-15.867811259823894,0.6758365682933053,8,0.3333333333333333,random-repair
id,f3_049_xl_0386,f3,random-12,False,True,False,-20.642627459237012,0.8792039604057356,12,0.5,random-repair
id,f3_049_xl_0386,f3,random-15,False,True,False,-22.40218302630177,0.9541463690778957,15,0.625,random-repair
id,f3_049_xl_0386,f3,random-16,False,True,False,-21.84997993830568,0.930627117816245,16,0.6666666666666666,random-repair
id,f3_049_xl_0386,f3,random-20,False,True,False,-22.79102851327096,0.9707079474333788,20,0.8333333333333334,random-repair
id,f3_049_xl_0386,f3,exact,True,True,False,-23.478769874638473,1.0,24,1.0,exact
id,f3_048_xl_0442,f3,neural-only,False,True,False,-10.567874351077744,0.30859157904406953,0,0.0,unverified
id,f3_048_xl_0442,f3,global-fallback,True,True,False,-34.2455046369511,1.0,24,1.0,exact-fallback
id,f3_048_xl_0442,f3,wavecert-selective,True,True,False,-33.51298821824536,0.9786098518193437,20,0.8333333333333334,selective-repair
id,f3_048_xl_0442,f3,random-1,False,True,False,-10.943612136737642,0.31956346541698843,1,0.041666666666666664,random-repair
id,f3_048_xl_0442,f3,random-2,False,True,False,-13.50634102219713,0.3943974885282815,2,0.08333333333333333,random-repair
id,f3_048_xl_0442,f3,random-4,False,True,False,-19.782791083620232,0.5776755604376316,4,0.16666666666666666,random-repair
id,f3_048_xl_0442,f3,random-8,False,True,False,-18.211758866302397,0.5317999854104005,8,0.3333333333333333,random-repair
id,f3_048_xl_0442,f3,random-12,False,True,False,-25.186579723827663,0.7354711221469693,12,0.5,random-repair
id,f3_048_xl_0442,f3,random-15,False,True,False,-28.516472024259297,0.8327070173610424,15,0.625,random-repair
id,f3_048_xl_0442,f3,random-16,False,True,False,-30.431684566491768,0.8886329720968925,16,0.6666666666666666,random-repair
id,f3_048_xl_0442,f3,random-20,False,True,False,-33.12980123094893,0.9674204419578528,20,0.8333333333333334,random-repair
id,f3_048_xl_0442,f3,exact,True,True,False,-34.2455046369511,1.0,24,1.0,exact
id,seam_002_xl_0298,seam,neural-only,False,True,False,-11.54493079915853,0.3455136360580994,0,0.0,unverified
id,seam_002_xl_0298,seam,global-fallback,True,True,False,-33.413821031414265,1.0000000000000002,24,1.0,exact-fallback
id,seam_002_xl_0298,seam,wavecert-selective,True,True,False,-31.601893593756856,0.9457731147852293,11,0.4583333333333333,selective-repair
id,seam_002_xl_0298,seam,random-1,False,True,False,-12.953877663782427,0.38768022524582685,1,0.041666666666666664,random-repair
id,seam_002_xl_0298,seam,random-2,False,True,False,-13.084074070304862,0.3915767088715705,2,0.08333333333333333,random-repair
id,seam_002_xl_0298,seam,random-4,False,True,False,-14.413486810867806,0.43136302182611375,4,0.16666666666666666,random-repair
id,seam_002_xl_0298,seam,random-8,False,True,False,-22.6418693474464,0.6776198784975676,8,0.3333333333333333,random-repair
id,seam_002_xl_0298,seam,random-12,False,True,False,-31.25940086521638,0.9355230829729894,12,0.5,random-repair
id,seam_002_xl_0298,seam,random-15,False,True,False,-30.61330965392649,0.9161870360514938,15,0.625,random-repair
id,seam_002_xl_0298,seam,random-16,False,True,False,-32.392906772507736,0.9694463480262643,16,0.6666666666666666,random-repair
id,seam_002_xl_0298,seam,random-20,False,True,False,-33.19512309603341,0.9934548660216016,20,0.8333333333333334,random-repair
id,seam_002_xl_0298,seam,exact,True,True,False,-33.413821031414265,1.0000000000000002,24,1.0,exact
id,seam_006_xl_0261,seam,neural-only,False,True,False,-4.253268267008793,0.2693366839178259,0,0.0,unverified
id,seam_006_xl_0261,seam,global-fallback,True,True,False,-15.791641172453346,1.0,24,1.0,exact-fallback
id,seam_006_xl_0261,seam,wavecert-selective,True,True,False,-14.986317361814349,0.9490031592128764,17,0.7083333333333334,selective-repair
id,seam_006_xl_0261,seam,random-1,False,True,False,-4.316981044760927,0.27337127266362865,1,0.041666666666666664,random-repair
id,seam_006_xl_0261,seam,random-2,False,True,False,-4.8678212462637,0.308253030391486,2,0.08333333333333333,random-repair
id,seam_006_xl_0261,seam,random-4,False,True,False,-7.545145009317751,0.477793595163457,4,0.16666666666666666,random-repair
id,seam_006_xl_0261,seam,random-8,False,True,False,-8.701556242094913,0.5510229207382039,8,0.3333333333333333,random-repair
id,seam_006_xl_0261,seam,random-12,False,True,False,-12.349718734576578,0.7820414990253961,12,0.5,random-repair
id,seam_006_xl_0261,seam,random-15,False,True,False,-12.201281174858593,0.7726417439209733,15,0.625,random-repair
id,seam_006_xl_0261,seam,random-16,False,True,False,-14.243761662956452,0.9019810865385552,16,0.6666666666666666,random-repair
id,seam_006_xl_0261,seam,random-20,False,True,False,-15.106052887170332,0.9565853683099802,20,0.8333333333333334,random-repair
id,seam_006_xl_0261,seam,exact,True,True,False,-15.791641172453346,1.0,24,1.0,exact
id,f3_046_xl_0707,f3,neural-only,False,False,False,1.9631330761390737,-0.10891998686245112,0,0.0,unverified
id,f3_046_xl_0707,f3,global-fallback,True,True,False,-18.023625715436445,1.0000000000000002,24,1.0,exact-fallback
id,f3_046_xl_0707,f3,wavecert-selective,True,True,False,-17.835733797474802,0.9895752430211235,18,0.75,selective-repair
id,f3_046_xl_0707,f3,random-1,False,False,False,1.8833654881010724,-0.10449426313197639,1,0.041666666666666664,random-repair
id,f3_046_xl_0707,f3,random-2,False,False,False,1.1545938445102326,-0.06406002114887314,2,0.08333333333333333,random-repair
id,f3_046_xl_0707,f3,random-4,False,True,False,-1.6423239015331523,0.0911206173198866,4,0.16666666666666666,random-repair
id,f3_046_xl_0707,f3,random-8,False,True,False,-1.713442528228215,0.09506647304380748,8,0.3333333333333333,random-repair
id,f3_046_xl_0707,f3,random-12,False,True,False,-9.978022589660213,0.5536079558684172,12,0.5,random-repair
id,f3_046_xl_0707,f3,random-15,False,True,False,-14.36394375417616,0.7969508455712143,15,0.625,random-repair
id,f3_046_xl_0707,f3,random-16,False,True,False,-16.086425728315824,0.8925188517723436,16,0.6666666666666666,random-repair
id,f3_046_xl_0707,f3,random-20,False,True,False,-17.091301337789623,0.9482720961716192,20,0.8333333333333334,random-repair
id,f3_046_xl_0707,f3,exact,True,True,False,-18.023625715436445,1.0000000000000002,24,1.0,exact
id,salt_canopy_002_il_0787,salt_canopy,neural-only,False,True,False,-69.48387513317428,0.632501612747985,0,0.0,unverified
id,salt_canopy_002_il_0787,salt_canopy,global-fallback,True,True,False,-109.85564895446291,1.0,24,1.0,exact-fallback
id,salt_canopy_002_il_0787,salt_canopy,wavecert-selective,True,True,False,-101.96674566467073,0.9281884603579901,12,0.5,selective-repair
id,salt_canopy_002_il_0787,salt_canopy,random-1,False,True,False,-73.68004930881573,0.6706987761672357,1,0.041666666666666664,random-repair
id,salt_canopy_002_il_0787,salt_canopy,random-2,False,True,False,-76.75593799037435,0.6986981436174579,2,0.08333333333333333,random-repair
id,salt_canopy_002_il_0787,salt_canopy,random-4,False,True,False,-83.3993089771866,0.7591717837992753,4,0.16666666666666666,random-repair
id,salt_canopy_002_il_0787,salt_canopy,random-8,False,True,False,-92.55366056239558,0.8425025152849509,8,0.3333333333333333,random-repair
id,salt_canopy_002_il_0787,salt_canopy,random-12,False,True,False,-102.20469364143557,0.9303544661940982,12,0.5,random-repair
id,salt_canopy_002_il_0787,salt_canopy,random-15,False,True,False,-107.0984221787352,0.9749013655467947,15,0.625,random-repair
id,salt_canopy_002_il_0787,salt_canopy,random-16,False,True,False,-103.2036538523459,0.9394478557504643,16,0.6666666666666666,random-repair
id,salt_canopy_002_il_0787,salt_canopy,random-20,False,True,False,-108.48926504932547,0.987562005976554,20,0.8333333333333334,random-repair
id,salt_canopy_002_il_0787,salt_canopy,exact,True,True,False,-109.85564895446291,1.0,24,1.0,exact
id,gom_148_xl_0787,gom,neural-only,False,True,False,-5.570759425989549,0.10459764195448577,0,0.0,unverified
id,gom_148_xl_0787,gom,global-fallback,True,True,False,-53.258938938734275,1.0,24,1.0,exact-fallback
id,gom_148_xl_0787,gom,wavecert-selective,True,True,False,-50.241501122025454,0.9433440117877694,17,0.7083333333333334,selective-repair
id,gom_148_xl_0787,gom,random-1,False,True,False,-9.103869984992095,0.17093599997297376,1,0.041666666666666664,random-repair
id,gom_148_xl_0787,gom,random-2,False,True,False,-12.956571771062986,0.24327506385298833,2,0.08333333333333333,random-repair
id,gom_148_xl_0787,gom,random-4,False,True,False,-10.346256033508354,0.19426327748305375,4,0.16666666666666666,random-repair
id,gom_148_xl_0787,gom,random-8,False,True,False,-21.08239732074043,0.39584711488511426,8,0.3333333333333333,random-repair
id,gom_148_xl_0787,gom,random-12,False,True,False,-29.372872146610863,0.5515106521442261,12,0.5,random-repair
id,gom_148_xl_0787,gom,random-15,False,True,False,-40.85776849959208,0.7671532575328299,15,0.625,random-repair
id,gom_148_xl_0787,gom,random-16,False,True,False,-46.02090879650115,0.8640973649407604,16,0.6666666666666666,random-repair
id,gom_148_xl_0787,gom,random-20,False,True,False,-50.85197084711403,0.9548063078314596,20,0.8333333333333334,random-repair
id,gom_148_xl_0787,gom,exact,True,True,False,-53.258938938734275,1.0,24,1.0,exact
id,f3_044_il_0593,f3,neural-only,False,False,False,1.6749145225666986,-0.08870716812848828,0,0.0,unverified
id,f3_044_il_0593,f3,global-fallback,True,True,False,-18.88138870740029,1.0000000000000002,24,1.0,exact-fallback
id,f3_044_il_0593,f3,wavecert-selective,True,True,False,-18.707403544015285,0.9907853619200784,21,0.875,selective-repair
id,f3_044_il_0593,f3,random-1,False,False,False,0.6463056668669488,-0.03422977392619636,1,0.041666666666666664,random-repair
id,f3_044_il_0593,f3,random-2,False,True,False,-0.8883119394948427,0.04704696001235762,2,0.08333333333333333,random-repair
id,f3_044_il_0593,f3,random-4,False,True,False,-4.205149252213433,0.22271398133789186,4,0.16666666666666666,random-repair
id,f3_044_il_0593,f3,random-8,False,True,False,-11.173724211071486,0.5917850844674418,8,0.3333333333333333,random-repair
id,f3_044_il_0593,f3,random-12,False,True,False,-14.219966339490064,0.7531207878749271,12,0.5,random-repair
id,f3_044_il_0593,f3,random-15,False,True,False,-17.666879337764232,0.9356769044662452,15,0.625,random-repair
id,f3_044_il_0593,f3,random-16,False,True,False,-16.7073537312237,0.8848583115433395,16,0.6666666666666666,random-repair
id,f3_044_il_0593,f3,random-20,False,True,False,-18.715564458039946,0.9912175819305409,20,0.8333333333333334,random-repair
id,f3_044_il_0593,f3,exact,True,True,False,-18.88138870740029,1.0000000000000002,24,1.0,exact
id,seam_005_xl_0110,seam,neural-only,False,True,False,-8.456806818556165,0.32431948020150053,0,0.0,unverified
id,seam_005_xl_0110,seam,global-fallback,True,True,False,-26.075543822720523,1.0,24,1.0,exact-fallback
id,seam_005_xl_0110,seam,wavecert-selective,True,True,False,-24.3272356652567,0.9329521880981652,14,0.5833333333333334,selective-repair
id,seam_005_xl_0110,seam,random-1,False,True,False,-9.785684596694828,0.3752820904992296,1,0.041666666666666664,random-repair
id,seam_005_xl_0110,seam,random-2,False,True,False,-9.579808728276424,0.3673867280930574,2,0.08333333333333333,random-repair
id,seam_005_xl_0110,seam,random-4,False,True,False,-11.925721469125765,0.45735274210214066,4,0.16666666666666666,random-repair
id,seam_005_xl_0110,seam,random-8,False,True,False,-16.37448409990978,0.6279632828076294,8,0.3333333333333333,random-repair
id,seam_005_xl_0110,seam,random-12,False,True,False,-18.66512611661858,0.7158096584108447,12,0.5,random-repair
id,seam_005_xl_0110,seam,random-15,False,True,False,-23.305026383178912,0.89375034866473,15,0.625,random-repair
id,seam_005_xl_0110,seam,random-16,False,True,False,-20.71063198671245,0.7942550355811395,16,0.6666666666666666,random-repair
id,seam_005_xl_0110,seam,random-20,False,True,False,-25.00311739579495,0.9588723274875238,20,0.8333333333333334,random-repair
id,seam_005_xl_0110,seam,exact,True,True,False,-26.075543822720523,1.0,24,1.0,exact
id,seam_000_xl_0372,seam,neural-only,False,True,False,-12.644278583283853,0.19437968249068519,0,0.0,unverified
id,seam_000_xl_0372,seam,global-fallback,True,True,False,-65.04938387215329,1.0,24,1.0,exact-fallback
id,seam_000_xl_0372,seam,wavecert-selective,True,True,False,-64.24484542760037,0.9876318821691821,9,0.375,selective-repair
id,seam_000_xl_0372,seam,random-1,False,True,False,-12.869723744416367,0.19784543647193123,1,0.041666666666666664,random-repair
id,seam_000_xl_0372,seam,random-2,False,True,False,-13.016357769786183,0.20009963192531177,2,0.08333333333333333,random-repair
id,seam_000_xl_0372,seam,random-4,False,True,False,-38.8334833897657,0.5969846457898546,4,0.16666666666666666,random-repair
id,seam_000_xl_0372,seam,random-8,False,True,False,-51.7380512755311,0.7953657390086276,8,0.3333333333333333,random-repair
id,seam_000_xl_0372,seam,random-12,False,True,False,-50.50540133936593,0.7764162907158078,12,0.5,random-repair
id,seam_000_xl_0372,seam,random-15,False,True,False,-50.865488766900555,0.7819518916100809,15,0.625,random-repair
id,seam_000_xl_0372,seam,random-16,False,True,False,-61.312826381503356,0.9425581417036373,16,0.6666666666666666,random-repair
id,seam_000_xl_0372,seam,random-20,False,True,False,-64.97630171213564,0.9988765126482785,20,0.8333333333333334,random-repair
id,seam_000_xl_0372,seam,exact,True,True,False,-65.04938387215329,1.0,24,1.0,exact
id,fault_002_xl_0483,fault,neural-only,False,True,False,-4.6468958403071445,0.04452930365499434,0,0.0,unverified
id,fault_002_xl_0483,fault,global-fallback,True,True,False,-104.35590631083124,1.0000000000000002,24,1.0,exact-fallback
id,fault_002_xl_0483,fault,wavecert-selective,True,True,False,-99.76270616493449,0.9559852402391522,15,0.625,selective-repair
id,fault_002_xl_0483,fault,random-1,False,True,False,-5.850968686027267,0.05606744163190683,1,0.041666666666666664,random-repair
id,fault_002_xl_0483,fault,random-2,False,True,False,-16.703857879312764,0.16006624320389853,2,0.08333333333333333,random-repair
id,fault_002_xl_0483,fault,random-4,False,True,False,-48.60342141717122,0.46574672326070915,4,0.16666666666666666,random-repair
id,fault_002_xl_0483,fault,random-8,False,True,False,-87.10184940193935,0.8346614243615545,8,0.3333333333333333,random-repair
id,fault_002_xl_0483,fault,random-12,False,True,False,-52.67330193569232,0.5047467249127354,12,0.5,random-repair
id,fault_002_xl_0483,fault,random-15,False,True,False,-81.86348328859843,0.784464302813512,15,0.625,random-repair
id,fault_002_xl_0483,fault,random-16,False,True,False,-96.72286156352796,0.9268556518059672,16,0.6666666666666666,random-repair
id,fault_002_xl_0483,fault,random-20,False,True,False,-102.19963448629089,0.9793373283720257,20,0.8333333333333334,random-repair
id,fault_002_xl_0483,fault,exact,True,True,False,-104.35590631083124,1.0000000000000002,24,1.0,exact
id,gom_151_xl_0318,gom,neural-only,False,True,False,-23.584123193877204,0.3606318015147216,0,0.0,unverified
id,gom_151_xl_0318,gom,global-fallback,True,True,False,-65.39668186449293,1.0000000000000002,24,1.0,exact-fallback
id,gom_151_xl_0318,gom,wavecert-selective,True,True,False,-64.47567382245072,0.9859165936897132,17,0.7083333333333334,selective-repair
id,gom_151_xl_0318,gom,random-1,False,True,False,-23.987358486112377,0.36679779160380127,1,0.041666666666666664,random-repair
id,gom_151_xl_0318,gom,random-2,False,True,False,-28.20268737889848,0.4312556321639783,2,0.08333333333333333,random-repair
id,gom_151_xl_0318,gom,random-4,False,True,False,-31.63302606132015,0.48370995529813376,4,0.16666666666666666,random-repair
id,gom_151_xl_0318,gom,random-8,False,True,False,-46.47676371980333,0.7106899370843748,8,0.3333333333333333,random-repair
id,gom_151_xl_0318,gom,random-12,False,True,False,-59.791147154227495,0.9142841112048995,12,0.5,random-repair
id,gom_151_xl_0318,gom,random-15,False,True,False,-57.55506297349641,0.8800914867937033,15,0.625,random-repair
id,gom_151_xl_0318,gom,random-16,False,True,False,-61.06516825894452,0.9337655446414904,16,0.6666666666666666,random-repair
id,gom_151_xl_0318,gom,random-20,False,True,False,-64.46842540202186,0.9858057559495991,20,0.8333333333333334,random-repair
id,gom_151_xl_0318,gom,exact,True,True,False,-65.39668186449293,1.0000000000000002,24,1.0,exact
id,fault_001_il_0228,fault,neural-only,False,True,False,-14.283282837607995,0.13422587485347817,0,0.0,unverified
id,fault_001_il_0228,fault,global-fallback,True,True,False,-106.41229087312499,1.0000000000000002,24,1.0,exact-fallback
id,fault_001_il_0228,fault,wavecert-selective,True,True,False,-105.85141627408203,0.9947292310461421,17,0.7083333333333334,selective-repair
id,fault_001_il_0228,fault,random-1,False,True,False,-33.0288041336773,0.3103852371062795,1,0.041666666666666664,random-repair
id,fault_001_il_0228,fault,random-2,False,True,False,-33.56789078912998,0.3154512558060878,2,0.08333333333333333,random-repair
id,fault_001_il_0228,fault,random-4,False,True,False,-24.84564884574749,0.23348476611006208,4,0.16666666666666666,random-repair
id,fault_001_il_0228,fault,random-8,False,True,False,-55.1678663752144,0.518435097323399,8,0.3333333333333333,random-repair
id,fault_001_il_0228,fault,random-12,False,True,False,-86.26346569030136,0.8106532147978376,12,0.5,random-repair
id,fault_001_il_0228,fault,random-15,False,True,False,-96.8369851225566,0.9100169193614579,15,0.625,random-repair
id,fault_001_il_0228,fault,random-16,False,True,False,-81.2349023383374,0.7633977397892271,16,0.6666666666666666,random-repair
id,fault_001_il_0228,fault,random-20,False,True,False,-101.65813037123499,0.9553232012685604,20,0.8333333333333334,random-repair
id,fault_001_il_0228,fault,exact,True,True,False,-106.41229087312499,1.0000000000000002,24,1.0,exact
id,salt_canopy_001_il_0722,salt_canopy,neural-only,False,True,False,-56.35714839617474,0.6624970080150316,0,0.0,unverified
id,salt_canopy_001_il_0722,salt_canopy,global-fallback,True,True,False,-85.06777798896267,1.0,24,1.0,exact-fallback
id,salt_canopy_001_il_0722,salt_canopy,wavecert-selective,True,True,False,-77.85288805730708,0.9151865711998295,13,0.5416666666666666,selective-repair
id,salt_canopy_001_il_0722,salt_canopy,random-1,False,True,False,-57.63041183644742,0.6774646428865795,1,0.041666666666666664,random-repair
id,salt_canopy_001_il_0722,salt_canopy,random-2,False,True,False,-59.27852994621919,0.6968388189698621,2,0.08333333333333333,random-repair
id,salt_canopy_001_il_0722,salt_canopy,random-4,False,True,False,-64.7976230940211,0.7617175930283316,4,0.16666666666666666,random-repair
id,salt_canopy_001_il_0722,salt_canopy,random-8,False,True,False,-67.39282801653493,0.7922250893314619,8,0.3333333333333333,random-repair
