case_id,label,frequency_hz,exact_directional_derivative,surrogate_directional_derivative,realized_directional_error,primal_residual_norm,tangent_residual_norm,receiver_resolvent_norm,directional_tangent_resolvent_norm,directional_error_bound
21,s43_f3,3.0,0.023925455184169418,-0.03448471634064046,0.05841017152480987,382.93340692278133,4419.399537795917,0.03050112091889095,7.061683784946426e-05,1712.8498907845853
21,s43_f4,4.0,0.006263448454218813,-0.5544497271895497,0.5607131756437684,705.2165114830568,6415.471951998965,0.030844050114956358,8.921280822851462e-05,5297.170219974095
22,s36_f3,3.0,-0.0022877126826411527,-0.014752739389041364,0.012465026706400211,503.4392697827385,2278.144829842104,0.02411881913495391,3.55210738066169e-05,761.3291081106736
22,s36_f4,4.0,-0.15230292850453003,-0.3942812906772752,0.24197836217274515,597.9103987784351,3108.2004572576657,0.022317633729168014,6.829482661347344e-05,1324.8892761224613
22,s43_f3,3.0,-0.006689694116006829,-0.011267658099198429,0.0045779639831916,388.8236838877016,2397.096501403188,0.02411881913495391,3.55210738066169e-05,611.282479053059
22,s43_f4,4.0,-0.10119011474433484,-0.5187333282237795,0.4175432134794447,548.8545961937564,3224.014659815889,0.022317633729168014,6.829482661347344e-05,1230.980447313641
23,s36_f3,3.0,0.0015511391491854036,-0.09009680185781346,0.09164794100699887,485.0132559923888,3511.903855386276,0.02894821389486965,2.7043938479385643e-05,1520.9941041870686
23,s36_f4,4.0,-0.06420318776980238,-0.32446035442994914,0.26025716666014675,698.0156567331601,4761.559748401029,0.0331357531091025,3.778597643165194e-05,4124.641323229873
23,s43_f3,3.0,-0.015331375356217012,-0.09025843921012668,0.07492706385390967,390.9944366568242,3595.702986661492,0.02894821389486965,2.7043938479385643e-05,1248.804771430653
23,s43_f4,4.0,-0.05709286538583491,-0.39725329939517917,0.34016043400934426,698.2536735278828,5290.265576466504,0.0331357531091025,3.778597643165194e-05,4536.121977264058
24,s36_f3,3.0,0.36650553394508834,-0.2704545371832984,0.6369600711283867,530.0525349654419,2699.6369866600126,0.03419250341630278,0.00013161450978548423,2181.3082734830514
24,s36_f4,4.0,0.31628595468081855,-0.6834552308970594,0.9997411855778779,772.0315805002795,4127.117426243196,0.03349974357740106,0.0001305207273991656,5366.470459488699
24,s43_f3,3.0,0.0640837001672998,0.06198010693458615,0.0021035932327136547,398.02270188600335,2520.953286544099,0.03419250341630278,0.00013161450978548423,1456.4444318128837
24,s43_f4,4.0,0.24095070546949005,-0.2901644683505793,0.5311151738200693,794.6114095685481,4636.0540633963155,0.03349974357740106,0.0001305207273991656,5995.293111998459
25,s36_f3,3.0,-0.0015026992274933563,-0.4537386054173617,0.45223590618986836,483.86947131640403,2530.1156225909513,0.025801067639578592,5.230507545721746e-05,973.7047512334159
25,s36_f4,4.0,0.005030398126611981,-0.26478673122764623,0.2698171293542582,639.878605748546,3678.7594394776293,0.026345847045658125,4.967599138762221e-05,2034.1097830853005
25,s43_f3,3.0,0.030029717041099968,-0.025679614906911265,0.05570933194801123,419.0318498723901,2292.305450942881,0.025801067639578592,5.230507545721746e-05,740.7747368646011
25,s43_f4,4.0,0.057919230360446564,-0.28542253660942907,0.3433417669698756,604.8750203857884,3630.5521146867472,0.026345847045658125,4.967599138762221e-05,1888.0950314934153
26,s36_f3,3.0,0.03283737844659819,-0.27527425123515453,0.3081116296817527,492.13686243241574,3531.844575703275,0.02924690391834164,4.312726360523537e-05,1642.6768507393174
26,s36_f4,4.0,0.016447843758650427,-0.32283862453037476,0.3392864682890252,680.6994872034171,4637.5486013999425,0.02982615159371806,4.97033859748212e-05,3313.7763062458866
26,s43_f3,3.0,0.006087052031310353,-0.05371262910775625,0.059799681139066606,347.37271914051087,3443.043791846234,0.02924690391834164,4.312726360523537e-05,1098.3640935144756
26,s43_f4,4.0,-0.0013218810999606105,-0.031878402355336614,0.030556521255376005,676.8113424092072,5763.106592185418,0.02982615159371806,4.97033859748212e-05,3966.0172086911516
27,s36_f3,3.0,-0.09640261130938338,-0.6157108796134018,0.5193082683040184,479.40216443087223,3046.276981701006,0.025235770092089167,5.09643196239256e-05,1089.0695444091675
